product_name,category,sub_category,supplier_prices,id,created_date,updated_date,created_by_id,created_by,is_sample
wire 0-2 (חוט 0-2) חבילה גדולה 36 יחידות,ציוד,ציוד רפואי,"{""מדי-מרקט"":240,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":null}",6947e03470ba312e915577a2,2025-12-21T11:55:32.214000,2026-01-04T14:55:00.129000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
I.P.E.D טיפות אוזנים ,,תרופה,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":null}",69440302169a4721d59da44b,2025-12-18T13:34:58.194000,2026-01-01T11:22:25.127000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Dectomax 50 ml (דקטומקס 50 מל),,תרופה,"{""מדי-מרקט"":265,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":null}",6943b67ab9a72a7946ba2cf3,2025-12-18T08:08:26.956000,2026-01-01T11:22:26.152000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Phenylpropanolamine 30 mg 100 tab ( פנילפרופנולאמין 30 מ""ג - 100 טבליות) ",,תרופה,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":null}",69401ba987301015bf0c7983,2025-12-15T14:31:05.855000,2026-01-01T11:22:27.426000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Tube 5 + balloon (טובוס 5 + בלון),ציוד,ציוד רפואי,"{""מדי-מרקט"":3.5,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":null}",694002964d14670d100463aa,2025-12-15T12:44:06.609000,2026-01-04T14:57:02.708000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
Thinning comb L (מסרק דילול L),צעצועים,אחר,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":49.78}",693e7bb29486d10f6f4be407,2025-12-14T08:56:18.724000,2026-01-05T14:08:33.354000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Duck Hearts Dog Snack 100 grams (חטיף לכלב לבבות ברווז 100 גרם),מזון,חטיפים,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":5.34}",693e7b32544a59cd2ab40438,2025-12-14T08:54:10.370000,2026-01-05T14:02:07.841000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Chicken Hearts Dog Snack 100 grams (חטיף לכלב לבבות עוף 100 גרם),מזון,חטיפים,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":5.34}",693e7b1ce58a820a1a9ea203,2025-12-14T08:53:48.375000,2026-01-05T14:02:27.913000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Duck and vegetable cloud dog snack 100 grams (חטיף לכלב ענני ברווז וירק 100 גרם),מזון,חטיפים,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":5.34}",693e7aefc4fef41c132aadf7,2025-12-14T08:53:03.365000,2026-01-05T14:02:55.235000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Dog snack, beef cubes, 100 grams (חטיף לכלב קוביות בקר 100 גרם)",מזון,חטיפים,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":5.34}",693e7abcc642f43f590ea6a0,2025-12-14T08:52:12.237000,2026-01-05T14:03:28.871000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
קונג שלישיית כדורי M,צעצועים,משחק,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":28}",693e78b42f924eabd6b2b221,2025-12-14T08:43:32.099000,2026-01-04T14:04:06.546000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Kong Tire M/L (קונג צמיג M/L),צעצועים,משחק,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":45.04}",693e78345eb3b14cc3a93e0d,2025-12-14T08:41:24.160000,2026-01-05T15:07:59.647000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Kong Tire S (קונג צמיג S) ,צעצועים,משחק,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":33.76}",693e77693d6714ad36766056,2025-12-14T08:38:01.736000,2026-01-05T14:45:22.210000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
קונג האכלה וובלר S,צעצועים,משחק,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":46.7}",693e7708f93155b47eddfff4,2025-12-14T08:36:24.359000,2026-01-04T14:03:31.271000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Crunchy Cat Snack 60g, Chicken Flavor, Ampat (חטיף חתולים קראנצ'י 60 גרם בטעם עוף אמפט)",מזון,חטיפים,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":6}",693e76a52367ba0fa2e520d7,2025-12-14T08:34:45.407000,2026-01-05T14:00:24.896000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Crunchy cat snack 60 grams, tuna flavor, ampate (חטיף חתולים קראנצ'י 60 גרם בטעם טונה אמפט)",מזון,חטיפים,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":6}",693e7693452c0acd7432f374,2025-12-14T08:34:27.457000,2026-01-05T14:00:02.892000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Crunchy Cat Snack 60g, Duck Flavored, Ampat (חטיף חתולים קראנצ'י 60 גרם בטעם ברווז אמפט)",מזון,חטיפים,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":6}",693e764656246fcb714b28f1,2025-12-14T08:33:10.050000,2026-01-05T13:59:18.405000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Refill bags - 64 rolls Ampat (שקיות מילוי - 64 גלילים אמפט),ציוד,ציוד ניקיון,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":74.2}",693e75c18873269118ce02cc,2025-12-14T08:30:57.743000,2026-01-06T08:41:39.136000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"שמפו רפואי אנטי אלרגני אמפט 250 מ""ל",תכשירים,שמפו,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":15.4}",693e73e0c29f8433d480e421,2025-12-14T08:22:56.857000,2026-01-04T14:05:00.730000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
ׁׁׁׁׁׁׁׁׁׁׁׁׂׂׂׂׂׂׂThick adhesive roller for cleaning hairs (רולר דבק עבה לניקוי שערות),ציוד,ציוד ניקיון,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":null,""אמיתי"":10.8}",693e734fc79962098b6838cc,2025-12-14T08:20:31.341000,2026-01-06T08:37:37.467000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Ursolith 100 mg 60 pills (אורסוליט 100 מ""ג 60 כדורים)",,תרופה,"{""מדי-מרקט"":null,""וט-מרקט"":150,""לינביץ"":null,""אמיתי"":null}",693ac92267ae534f87c3303d,2025-12-11T13:37:38.827000,2026-01-01T11:22:42.271000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Plaque is 75 mg (פלאק איז 75 מ""ג)",,אחר,"{""מדי-מרקט"":null,""וט-מרקט"":null,""לינביץ"":82,""אמיתי"":null}",693ac7f73b10c3a9a6f4ee46,2025-12-11T13:32:39.233000,2026-01-01T11:22:43.034000,68f0e69727b7405c7c9a8ca1,shiraz7743@gmail.com,false
"Dodecyl 100 mg for injection (דודיסיל 100 מג להזרקה)""""",,תרופה,"{}",693589a85b278514796ad043,2025-12-07T14:05:28.109000,2026-01-01T11:22:46.609000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"White cloth plaster 3.75 cm (פלסטר בד לבן 3.75 ס""מ 10 מטר)",ציוד,ציוד רפואי,"{""מדי-מרקט"":10}",693589a85b278514796ad07f,2025-12-07T14:05:28.109000,2026-01-06T08:41:01.418000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Microscope surface (משטח למיקרוסקופ),,ציוד רפואי,"{""מדי-מרקט"":17.6}",693589a85b278514796ad045,2025-12-07T14:05:28.109000,2026-01-01T11:22:48.039000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
cover slide (שקופית כיסוי),,ציוד רפואי,"{}",693589a85b278514796ad046,2025-12-07T14:05:28.109000,2026-01-01T11:22:48.746000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Amlodipine 10 mg - 30 tablets (אמלודיפין 10 מ""ג - 30 טבליות)",תרופות,,"{""מדי-מרקט"":22.5}",693589a85b278514796ad072,2025-12-07T14:05:28.109000,2026-01-06T07:20:26.430000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
D/D Dog Duck 370 grams (D/D כלב ברווז 370 גרם),מזון,מזון רפואי,"{""מדי-מרקט"":14}",693589a85b278514796ad050,2025-12-07T14:05:28.109000,2026-01-05T09:44:34.534000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"pimobendan 1 mg 100 tab (פימובנדן 1 מג 100 טבליות)""""",,תרופה,"{""מדי-מרקט"":200}",693589a85b278514796ad058,2025-12-07T14:05:28.109000,2026-01-01T11:23:03.129000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Mannitol solution 18% - 500 ml (תמיסה מניטול 18% - 500 מל)""""",,תרופה,"{""מדי-מרקט"":50}",693589a85b278514796ad078,2025-12-07T14:05:28.109000,2026-01-01T11:23:25.674000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Ciclosporin 10Mg 100 Tabs (ציקלוספורין 10 מג 100 טבליות)""""",,תרופה,"{}",693589a85b278514796ad086,2025-12-07T14:05:28.109000,2026-01-01T11:23:35.821000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Scissors 14 cm ( מספריים 14 סמ )""""",,ציוד רפואי,"{""מדי-מרקט"":65}",693589a85b278514796ad080,2025-12-07T14:05:28.109000,2026-01-01T11:23:31.514000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Oflex drops 10 ml (טיפות אופלקס 10 מ""ל)",תרופות,עיניים,"{""מדי-מרקט"":24}",693589a85b278514796ad048,2025-12-07T14:05:28.109000,2026-01-04T15:27:20.262000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"metronidazole 200 mg 100 tab (מטרונידזול 200 מג 100 טבליות)""""",,תרופה,"{""מדי-מרקט"":100}",693589a85b278514796ad059,2025-12-07T14:05:28.109000,2026-01-01T11:23:03.834000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Dolphus Calm 30 tablets for relaxation (דולפוס קלם 30 טבליות להרגעה),תרופות,שיכוך כאבים והרגעה,"{""מדי-מרקט"":48}",693589a85b278514796ad069,2025-12-07T14:05:28.109000,2026-01-04T15:18:09.271000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Ovariectomy hook for cats 14cm (וו כריתת שחלות לחתולים 14סמ)""""",,ציוד רפואי,"{""מדי-מרקט"":85}",693589a85b278514796ad081,2025-12-07T14:05:28.109000,2026-01-01T11:23:32.244000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Phenobarbitone 10 mg/ml 30 ml oral suspension (פנוברביטון 10 מג/מ""""ל 30 מ""""ל תרחיץ פומי)""""",,תכשיר,"{""מדי-מרקט"":70}",693589a85b278514796ad04b,2025-12-07T14:05:28.109000,2026-01-01T11:22:52.254000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Clindamycin 50 mg/ml 30 ml suspension (קלינדמיצין 50 מג/מ""""ל 30 מ""""ל תרחיף)""""",,תרופה,"{""מדי-מרקט"":42}",693589a85b278514796ad063,2025-12-07T14:05:28.109000,2026-01-01T11:23:10.850000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Elizabethan collar 10 cm (קולר אליזבטי 10 ס""מ)",ציוד,ציוד רפואי,"{""מדי-מרקט"":14}",693589a85b278514796ad08a,2025-12-07T14:05:28.109000,2026-01-06T08:39:57.066000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
תוסף תמיכה בכיליה Naraquin Nutamaxx כלב+ חתול - 60 י'ח,מזון,מזון רפואי,"{""מדי-מרקט"":60}",693589a85b278514796ad056,2025-12-07T14:05:28.109000,2026-01-04T14:08:23.496000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
KET once a week otic gel - QW (ג'ל לאוזניים KET פעם בשבוע - QW),,תרופה,"{""מדי-מרקט"":39}",693589a85b278514796ad04c,2025-12-07T14:05:28.109000,2026-01-01T11:22:52.961000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"50 ml sterile injection bottle (בקבוק 50 מ""ל להזרקה סטרילי)",ציוד,ציוד רפואי,"{""מדי-מרקט"":35}",693589a85b278514796ad06e,2025-12-07T14:05:28.109000,2026-01-05T15:06:19.339000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Insoluble salt 0-5 (חוט לא נמס 0-5),,ציוד רפואי,"{}",693589a85b278514796ad047,2025-12-07T14:05:28.109000,2026-01-01T11:22:49.424000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Diltiazem 15 mg 100 tablets (דילטיאזם 15 מג 100 טבליות)""""",,תרופה,"{""מדי-מרקט"":210}",693589a85b278514796ad075,2025-12-07T14:05:28.109000,2026-01-01T11:23:23.604000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Ondansetron 4 mg/2 mg - 5 ampoules (אונדנסטרון 4 מג/2 מ""""ל - 5 אמפלות)""""",,תרופה,"{""מדי-מרקט"":60}",693589a85b278514796ad05a,2025-12-07T14:05:28.109000,2026-01-01T11:23:04.488000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Towel holder 9 cm (מחזיק מגבת 9 סמ)""""",,ציוד רפואי,"{""מדי-מרקט"":38}",693589a85b278514796ad079,2025-12-07T14:05:28.109000,2026-01-01T11:23:26.502000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Surgical instrument cleaning brush (מברשת לניקוי כלים כירורגיים),ציוד,ציוד רפואי,"{""מדי-מרקט"":25}",693589a85b278514796ad07a,2025-12-07T14:05:28.109000,2026-01-04T15:00:21.355000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Jørgensen Thin Vein Blocker - 2 weeks (חוסם ורידים דק גו'רגנסן - 2 י'ח),,ציוד רפואי,"{""מדי-מרקט"":47}",693589a85b278514796ad073,2025-12-07T14:05:28.109000,2026-01-01T11:23:22.196000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Dermosant Essential 6 drops for cats (דרמוסנט אסנשיאל 6 טיפטת לחתול),,אחר,"{""מדי-מרקט"":62}",693589a85b278514796ad06b,2025-12-07T14:05:28.109000,2026-01-01T11:23:16.554000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Codeine phosphate 10 mg 30 ml oral suspension (קודאין פוספט 10 מג 30 מ""""ל תרחיף פומי)""""",,תכשיר,"{""מדי-מרקט"":100}",693589a85b278514796ad077,2025-12-07T14:05:28.109000,2026-01-01T11:23:24.969000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"omeprazole 10mg/ml 30ml powder for suspension (אומפרזול 10 מג/מ""""ל 30 מ""""ל אבקה לתרחיף)""""",,תרופה,"{""מדי-מרקט"":50}",693589a85b278514796ad07c,2025-12-07T14:05:28.109000,2026-01-01T11:23:28.727000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Otoscope bulb (נורה לאוטוסקופ),,ציוד רפואי,"{""מדי-מרקט"":90}",693589a85b278514796ad060,2025-12-07T14:05:28.109000,2026-01-01T11:23:08.722000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Malak Shampoo 236 ml (שמפו מלאקט 236 מל)""""",,תכשיר,"{""מדי-מרקט"":63}",693589a85b278514796ad057,2025-12-07T14:05:28.109000,2026-01-01T11:23:02.374000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Superflex GLM (סופרפלקס 90 טבליות GLM),,תרופה,"{""מדי-מרקט"":130}",693589a85b278514796ad076,2025-12-07T14:05:28.109000,2026-01-01T11:23:24.298000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Cytopoint 10 mg/ml 1 ml (ציטופוינט 10 מג/מ""""ל 1 מ""""ל)""""",,אחר,"{""מדי-מרקט"":405}",693589a85b278514796ad066,2025-12-07T14:05:28.109000,2026-01-01T11:23:13.008000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Rimadyl 50 mg 100 tablets (רימדיל 50 מג 100 טבליות)""""",,תרופה,"{""מדי-מרקט"":320}",693589a85b278514796ad03f,2025-12-07T14:05:28.109000,2026-01-01T11:22:43.714000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Metronidazole 10% for injection (מטונידזול 10% להזרקה),,תרופה,"{}",693589a85b278514796ad042,2025-12-07T14:05:28.109000,2026-01-01T11:22:45.859000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"clsaprlde 2.5 mg 100 tab (קלספרלד 2.5 מג 100 טבליות)""""",,תרופה,"{}",693589a85b278514796ad040,2025-12-07T14:05:28.109000,2026-01-01T11:22:44.417000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Levothyroxine 0.8 mg 100 tav (לווטירוקסין 0.8 מג 100 טבליות)""""",,תרופה,"{""מדי-מרקט"":null,""וט-מרקט"":150}",693589a85b278514796ad04d,2025-12-07T14:05:28.109000,2026-01-01T11:22:53.662000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Sarnia 16 mg 4 tablets (סרניה 16 מ""ג 4 טבליות)",,תרופה,"{""מדי-מרקט"":89}",693589a85b278514796ad06d,2025-12-07T14:05:28.109000,2026-01-06T08:33:01.564000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Milpro Dog 12.5 mg/125 mg - 48 tablets (מילפרו כלב 12.5 מג/125 מ""""ג - 48 טבליות)""""",,תרופה,"{""מדי-מרקט"":610}",693589a85b278514796ad051,2025-12-07T14:05:28.109000,2026-01-01T11:22:57.360000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
K/D ) Dog 350 gramsK/D כלב 350 גרם -ראנל),מזון,מזון רפואי,"{""מדי-מרקט"":13.2}",693589a85b278514796ad064,2025-12-07T14:05:28.109000,2026-01-05T09:44:55.627000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Azithromycin 50 mg 30 tablets (אזיטרומיצין 50 מ""ג 30 טבליות)",תרופות,אנטיביוטיקה,"{""מדי-מרקט"":85}",693589a85b278514796ad068,2025-12-07T14:05:28.109000,2026-01-06T07:17:00.661000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Penrose Drain Latex Tube Ster - Drain - 1 (פנרוס דריין צינור לטקס סטר' - נקז  - 1),ציוד,ציוד רפואי,"{""מדי-מרקט"":3.5}",693589a85b278514796ad088,2025-12-07T14:05:28.109000,2026-01-05T15:07:24.817000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Frontline spray 250 ml (פרונטליין ספריי 250 מל)""""",,אחר,"{""מדי-מרקט"":125}",693589a85b278514796ad06f,2025-12-07T14:05:28.109000,2026-01-01T11:23:19.346000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Estriol 1 mg 100 tablets (אסטריול 1 מ""ג 100 טבליות)",תרופות,תרופות שונות,"{""מדי-מרקט"":200}",693589a85b278514796ad084,2025-12-07T14:05:28.109000,2026-01-06T07:20:05.548000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Elizabethan collar 7.5 cm (קולר אליזבטי 7.5 סמ)""""",,ציוד רפואי,"{""מדי-מרקט"":10}",693589a85b278514796ad08c,2025-12-07T14:05:28.109000,2026-01-01T11:23:41.378000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Dog 4 kg (K/D לכלב 4 קג) """"",מזון,מזון רפואי,"{""מדי-מרקט"":172}",693589a85b278514796ad070,2025-12-07T14:05:28.109000,2026-01-05T09:45:26.236000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Marbofloxacin 100 mg 50 tablets (מרבופלוקסצין 100 מג 50 טבליות)""""",,תרופה,"{""מדי-מרקט"":290}",693589a85b278514796ad05b,2025-12-07T14:05:28.109000,2026-01-01T11:23:05.199000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Aransap 40 ( אראנספ 40 - 1 י'ח ),תרופות,,"{""מדי-מרקט"":245}",693589a85b278514796ad053,2025-12-07T14:05:28.109000,2026-01-04T14:13:50.061000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"mirtazapine 3.75 mg (מירטזפין 3.75 מג - כדורים)""""",,תרופה,"{}",693589a85b278514796ad041,2025-12-07T14:05:28.109000,2026-01-01T11:22:45.130000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Elizabethan collar 20 cm (קולר אליזבטי 20 ס""מ)",ציוד,ציוד רפואי,"{""מדי-מרקט"":21}",693589a85b278514796ad08b,2025-12-07T14:05:28.109000,2026-01-06T08:40:16.834000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Sorolin ear drops 15 ml (סורולן טיפות אוזניים 15 מל)""""",,תרופה,"{""מדי-מרקט"":46}",693589a85b278514796ad061,2025-12-07T14:05:28.109000,2026-01-01T11:23:09.408000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Levothyroxine 0.5 mg 100 tav (לווטירוקסין 0.5 מג 100 טבליות)""""",,תרופה,"{}",693589a85b278514796ad08d,2025-12-07T14:05:28.109000,2026-01-01T11:23:42.104000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
Mini Wireback Chips 10 pcs (שבבי מיני וירבק 10 יח ),,ציוד רפואי,"{""מדי-מרקט"":8.9,""וט-מרקט"":null}",693589a85b278514796ad04a,2025-12-07T14:05:28.109000,2026-01-01T11:22:51.535000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Prednisolone syrup 20 mg/ml 20 ml (סירופ פרדניזולון 20 מג/מ""""ל 20 מ""""ל)""""",,תרופה,"{""מדי-מרקט"":36}",693589a85b278514796ad074,2025-12-07T14:05:28.109000,2026-01-01T11:23:22.899000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"Z/D Dog 3 kg (Z/D כלב 3 קג)""""",מזון,מזון רפואי,"{""מדי-מרקט"":171}",693589a85b278514796ad04f,2025-12-07T14:05:28.109000,2026-01-05T09:45:35.199000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
"merzenbaum scissors 15 cm cvd (מספריים מרזנבאום 15 סמ CVD)""""",,ציוד רפואי,"{""מדי-מרקט"":65}",693589a85b278514796ad049,2025-12-07T14:05:28.109000,2026-01-01T11:22:50.844000,68d7b52d0d33b12757415b50,yuval@ypeleg-eng.co.il,false
