product_name,sub_category,category,client_price,supplier_price,supplier_name,notes,id,created_date,updated_date,created_by_id,created_by,is_sample
Yellow catheter - dog 6FG (קטטר צהוב - כלב 6FG),ציוד רפואי,,325,250,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4833abd0a08024dd9da,2026-01-05T15:10:59.943000,2026-01-05T15:10:59.943000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Ketamine (קטמין 10 מל)""""",תרופה,,58.5,45,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4836a7edd4ad2ebc3ea,2026-01-05T15:10:59.716000,2026-01-05T15:10:59.716000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
ריפוד (ניסן),ציוד רפואי,,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd48397df23148ef89298,2026-01-05T15:10:59.095000,2026-01-05T15:10:59.095000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Large elastic bandage (תחבושת אלסטית גדולה),ציוד רפואי,,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd482d1f0e0f12b8c0aad,2026-01-05T15:10:58.568000,2026-01-05T15:10:58.568000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Simple elastic bandage (תחבושת אלסטית פשוטה),ציוד רפואי,,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd482988b844de87f16f7,2026-01-05T15:10:58.333000,2026-01-05T15:10:58.333000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Dodecyl Vitamin B1 (100 ml) (דודיסל ויטמין B1 (100 מל) """"",תרופה,,117,90,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd481a1113e8a2ff529aa,2026-01-05T15:10:57.965000,2026-01-05T15:10:57.965000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Tacrolimus 0.03 ophthalmic solution 10 ml (תמיסה אופטלמית טקרולימוס 0.03 10 מל)""""",תרופה,,234,180,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4810c8f3ff579d80367,2026-01-05T15:10:57.627000,2026-01-05T15:10:57.627000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Dectomax 500 ml (דקטומקס 500 מל)""""",תרופה,,2275,1750,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd48171d8f19db27a5b21,2026-01-05T15:10:57.305000,2026-01-05T15:10:57.305000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Prednicare 5Mg - 1000 tabs (פרדניקר טבליות),ציוד רפואי,,442,340,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4802801db75a8a29772,2026-01-05T15:10:56.739000,2026-01-05T15:10:56.739000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Tranexamic - Med for injection 100 mg - 5 ampoules (טרנקסמיק - מדו להזרקה 100 מג -5 אמפולות)""""",תרופה,,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4803bffce114c49dcc1,2026-01-05T15:10:56.478000,2026-01-05T15:10:56.478000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Pink needle 100 pcs (מחט ורודה 100 יח' G18),ציוד רפואי,,7.15,5.5,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd47e0d82d26aa5f07609,2026-01-05T15:10:54.703000,2026-01-05T15:10:54.703000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Green needle 100 pcs (מחט ירוקה 100 יח' G21 ),ציוד רפואי,,7.15,5.5,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd47e36568d1182f5acc4,2026-01-05T15:10:54.464000,2026-01-05T15:10:54.464000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
hydrogen peroxide (מי חמצן),ציוד רפואי,,24.7,19,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd47dac3a7c0f1df57c66,2026-01-05T15:10:53.415000,2026-01-05T15:10:53.415000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"EDTA rinse malate (מלאקט שטיפה - 118 מל) """"",תרופה,,0,,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd47c5cc794b9ada692eb,2026-01-05T15:10:52.934000,2026-01-05T15:10:52.934000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
heating lamp (מנורת חימום),ציוד רפואי,,78,60,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd47b941ae5db418c9363,2026-01-05T15:10:51.963000,2026-01-05T15:10:51.963000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Sulfa 50 mg (סולפה 50 מג)""""",תרופה,,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4783fc03e4d16d6c6ef,2026-01-05T15:10:48.421000,2026-01-05T15:10:48.421000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Silver spray (ספריי כסף),ציוד רפואי,,54.6,42,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd477bf0731f41ed4e57b,2026-01-05T15:10:47.892000,2026-01-05T15:10:47.892000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Scalpel 10 - 100 pcs (סקלפל 10 100 - י'ח),ציוד רפואי,,109.2,84,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4772b36d5db72ec9ae4,2026-01-05T15:10:47.657000,2026-01-05T15:10:47.657000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Scalpel 15-  100 pcs (סקלפל 15 - 100 י'ח),ציוד רפואי,,109.2,84,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4778bbc1af545ce5949,2026-01-05T15:10:47.411000,2026-01-05T15:10:47.411000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Non-woven gauze pad 10/10 - 200 pcs (פד גזה לא ארוג 10/10 - 200 יח'),ציוד רפואי,,15.600000000000001,12,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4763fc03e4d16d6c6ed,2026-01-05T15:10:46.824000,2026-01-05T15:10:46.824000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Non-marking gauze pad (פד גזה ללא סימון) - מדיםרו 10*10,ציוד רפואי,,14.170000000000002,10.9,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4764b37514a44d2ac0b,2026-01-05T15:10:46.562000,2026-01-05T15:10:46.562000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Formin (פורמין),תרופה,,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd476fa6d09c1f494c177,2026-01-05T15:10:46.306000,2026-01-05T15:10:46.306000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Pantel (פנטל),תרופה,,136.5,105,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd475d0c1d5d82c47c341,2026-01-05T15:10:45.850000,2026-01-05T15:10:45.850000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Phenybrin (פניברין),תרופה,,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd475ac3a7c0f1df57c62,2026-01-05T15:10:45.616000,2026-01-05T15:10:45.616000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Normal cat food (אוכל רגיל חתול),מזון,,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd47467954eb6ad759689,2026-01-05T15:10:44.337000,2026-01-05T15:10:44.337000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Regular puppy food for dogs 1.5 kg (אוכל רגיל לגורים לכלב 1.5 קג)""""",מזון,,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd47379d03d2959f1a488,2026-01-05T15:10:43.959000,2026-01-05T15:10:43.959000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"isoflurane 250mg (איזופלורן 250 מג) """"",תרופות שונות,תרופות,193.70000000000002,149,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd46ae6082ceae8dd2716,2026-01-05T15:10:34.573000,2026-01-24T10:19:57.085000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Easy Go Micro Enema (איזי גו),תרופה,,27.3,21,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd46804ab17207d3102dd,2026-01-05T15:10:32.666000,2026-01-05T15:10:32.666000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Ethanol 70% - 5 liters (אתנול 70% - 5 ליטר),ציוד רפואי,,111.8,86,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd466db47fc79ed6da75f,2026-01-05T15:10:30.764000,2026-01-05T15:10:30.764000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Gentamicin (ג'נטמיצין),תרופה,,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd461be415c27958f922e,2026-01-05T15:10:25.226000,2026-01-05T15:10:25.226000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Glucose solution 50% - 500 ml (תמיסה גלוקוז 50% - 500 מל)""""",תרופה,,45.5,35,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd45f34cbeab779116c50,2026-01-05T15:10:23.552000,2026-01-05T15:10:23.552000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Vetavencid 10mg (וטבנציד 10 מל)""""",תרופה,,453.7,349,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4558155f80c5a69d32c,2026-01-05T15:10:13.622000,2026-01-05T15:10:13.622000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Odourlock Crystallizing Cat Litter (חול חתולים מתגבש Odourlock),אחר,,0,,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd44f95b3421217ad9b98,2026-01-05T15:10:07.617000,2026-01-05T15:10:07.617000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Torsemide 3 mg (טורסמיד 3 מג 60 טבליות)""""",תרופה,,240.5,185,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd44d30e923f11a54a4e4,2026-01-05T15:10:05.231000,2026-01-05T15:10:05.231000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Liz to the lab (ליז למעבדה),ציוד רפואי,,590.2,454,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd44b10d9b1418922fba7,2026-01-05T15:10:03.329000,2026-01-05T15:10:03.329000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Line (ליין),ציוד רפואי,,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd44a708efe1a9feb092d,2026-01-05T15:10:02.578000,2026-01-05T15:10:02.578000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Yellow VB-1 test tube - 500 pcs (מבחנה VB-1 צהובה - 500 יח'),ציוד רפואי,,182,140,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4495555f8ff27524b32,2026-01-05T15:10:01.630000,2026-01-05T15:10:01.630000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Ondansetron 8 mg/4 mg - 5 ampoules(אונדנסטרון 8 מג/4 מ""""ג  - 5 אמפולות - זופרן)""""",תרופה,,52,40,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4487a71b23ff6f3858a,2026-01-05T15:10:00.695000,2026-01-05T15:10:00.695000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Alsaron 40 mg (אלסרון 40 מג)""""",,תרופות,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd436f94879a2d92091c0,2026-01-05T15:09:42.273000,2026-01-05T15:09:42.273000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Antigonon (אנטיגון מרוכז) 1 ליטר,ציוד ניקיון,ציוד,117,90,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd435988b844de87f1674,2026-01-05T15:09:41.654000,2026-01-05T15:09:41.654000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Arnsep 20 - 1 pc (אראנספ 20 - 1 יח'),,תרופות,156,120,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4348e92bb4db16452ec,2026-01-05T15:09:40.801000,2026-01-05T15:09:40.801000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Augmentin 875mg מג 14 טבליות (אוגמנטין),אנטיביוטיקה,תרופות,44.2,34,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd434e3a26606db732ed7,2026-01-05T15:09:40.514000,2026-01-05T16:35:03.846000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Autoclave marking tape (סרט סימון לאוטוקלב),ציוד רפואי,ציוד,21.45,16.5,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd43443af2d6d2e16faaa,2026-01-05T15:09:40.196000,2026-01-05T15:09:40.196000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Azithromycin 50mg (אזיטרומיצין 50 מג סירופ) """"",אנטיביוטיקה,תרופות,46.800000000000004,36,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd433c224719ddf38f798,2026-01-05T15:09:39.878000,2026-01-05T15:09:39.878000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Black needle 100 pcs (מחט שחורה 100 יח'),ציוד רפואי,ציוד,9.75,7.5,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd43390b8e55e33403081,2026-01-05T15:09:39.517000,2026-01-05T15:09:39.517000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Blue needle 100 pcs (מחט כחולה 100 יח'),ציוד רפואי,ציוד,7.800000000000001,6,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd4323e5d67041010d4e4,2026-01-05T15:09:38.602000,2026-01-05T15:09:38.602000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
blue robe (חלוק כחול),ציוד רפואי,ציוד,3.6399999999999997,2.8,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd432521435dea732f38c,2026-01-05T15:09:38.272000,2026-01-05T15:09:38.272000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Blue test tube (מבחנה כחולה),ציוד רפואי,ציוד,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd43171b628c6a8e1ba68,2026-01-05T15:09:37.964000,2026-01-05T15:09:37.964000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Blue Vanaflon (וונפלון כחול),ציוד רפואי,ציוד,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd431bbf68bb15c214914,2026-01-05T15:09:37.706000,2026-01-05T15:09:37.706000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
brown glue (דבק חום),ציוד רפואי,ציוד,11.05,8.5,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd430c7169426272594f2,2026-01-05T15:09:36.767000,2026-01-05T15:09:36.767000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Bufek Multi-Dose 0.3 mg/ml - 10 ml (בופק רב-מינון 0.3 מג/מ""""ל  - 10 מ""""ל)""""",,תרופות,136.5,105,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd43022bd5bd7ac6b2a76,2026-01-05T15:09:36.457000,2026-01-05T15:09:36.457000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"BUTOMIDOR 10 MG (בטופונול / בוטומידור 10 מג)""""",שיכוך כאבים והרגעה,תרופות,331.5,255,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd430f4f2bbd2d693b28a,2026-01-05T15:09:36.186000,2026-01-05T15:09:36.186000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
butterfly needle (מחט פרפר),ציוד רפואי,ציוד,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42f26c6f0358e2f8fa4,2026-01-05T15:09:35.837000,2026-01-05T15:09:35.837000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
"Cephacare 1000 mg - 100 Tabs (צפקר 1000 מג)""""",אנטיביוטיקה,תרופות,455,350,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42fbfe441cf4605e687,2026-01-05T15:09:35.154000,2026-01-05T15:09:35.154000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Chemistry printer paper 5 pcs (נייר למדפסת כימיה 5 יח'),ציוד רפואי,ציוד,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42e5d78d75b1435ab39,2026-01-05T15:09:34.264000,2026-01-05T15:09:34.264000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
D/C חתול,מזון רפואי,מזון,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42e79d18912b77074bf,2026-01-05T15:09:34.006000,2026-01-05T15:09:34.006000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Cute tic (קיוט טיק - מקלוני אוזניים),ציוד רפואי,ציוד,24.31,18.7,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42d104e3777e26e1c44,2026-01-05T15:09:33.778000,2026-01-05T15:09:33.778000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Counting printer paper 10 pcs (נייר מדפסת ספירה 10 יח'),ציוד משרדי,ציוד,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42d7ee1900614e8de38,2026-01-05T15:09:33.410000,2026-01-05T15:09:33.410000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
wire 0-4 (חוט 0-4),ציוד רפואי,ציוד,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42dc004f9ccfe0ce3a2,2026-01-05T15:09:33.073000,2026-01-05T15:09:33.073000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
wire 0-3 (חוט 0-3),ציוד רפואי,ציוד,317.2,244,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42c4e709d87549c9187,2026-01-05T15:09:32.681000,2026-01-05T15:09:32.681000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
wire 0-2 (חוט 0-2) חבילה גדולה 36 יחידות,ציוד רפואי,ציוד,312,240,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42c708efe1a9feb0921,2026-01-05T15:09:32.239000,2026-01-05T15:09:32.239000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
wire 0-2 (חוט 0-2),ציוד רפואי,ציוד,208,160,מדי-מרקט,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42baf10cb9f749388be,2026-01-05T15:09:31.973000,2026-01-05T15:09:31.973000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
wire 0-1 (חוט 0-1),ציוד רפואי,ציוד,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42b559df827f0a3c1fb,2026-01-05T15:09:31.704000,2026-01-05T15:09:31.704000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
Wire 0 (חוט 0),ציוד רפואי,ציוד,0,,,נוצר אוטומטית מסנכרון מחירון ספקים,695bd42bed8528a417b6a0e4,2026-01-05T15:09:31.485000,2026-01-05T15:09:31.485000,service_917a5686-eec3-4124-8c07-cec1c396401c,service+917a5686-eec3-4124-8c07-cec1c396401c@no-reply.base44.com,false
